model_region,AGGT,ANNC,APPL,ARAB,ARAC,ARTART,ARTCRP,ARTFOR,ARTGRS,ARTIF,ARTO,ARTRES,ARTWET,BARL,BEFM,BULF,BULH,BULL,CACR,CAFF,CAFR,CAMF,CAMR,CAT1,CAT2,CATA,CER2,CERE,CITR,CORN,CROP,CRPART,CRPCRP,CRPFOR,CRPGRS,CRPRES,CRPWET,DCOH,DCOL,DCOW,DWHE,EAAB,EAAP,EXPD,FALL,FARA,FATS,FLEG,FLOW,FODD,FORART,FORCRP,FORE,FORFOR,FORGRS,FORRES,FORWET,FPEG,FRUI,FRUN,GRAE,GRAI,GRAS,GRSART,GRSCRP,GRSFOR,GRSGRS,GRSLND,GRSRES,GRSWET,HEIF,HEIH,HEIL,HEIR,HENS,INDU,INHA,INIART,INIFOR,INIGRS,INIRES,INIWET,INLW,MAIF,NURS,OANI,OAR1,OARA,OATS,OCER,OCRO,OFAR,OFRU,OILS,OIND,OLIV,OLND,OOIL,OVEG,PARI,PERM,PIGF,PKPL,POTA,POUF,PROT,PULS,RAPE,RESART,RESCRP,RESFOR,RESGRS,RESLND,RESRES,RESWET,ROOF,RUMI,RYEM,SCOW,SETA,SETF,SHGF,SHGM,SOWS,SOYA,SUGB,SUNF,SWHE,TABO,TAGR,TEXT,TOBA,TOMA,TWIN,UAAR,VEGE,VINY,VSET,WETART,WETCRP,WETFOR,WETGRS,WETLND,WETRES,WETWET
AT11,234.611430709139,166.197513779532,0.461298933024606,181.074052665339,166.650449777693,40.8976094700415,0.382199838782526,0.040883868786238,0.169076530648074,41.4940839560841,401.824125475501,0.00291156101542722,0.00610040007404258,8.4153039640712,5.4574208809272,2.53825936732369,2.56410165536253,2.56410165536322,21.743620021877,0.547072075769813,20.3377998906101,0.808151175009989,19.5842940420253,,,27.2010409028042,26.7730149639113,89.8010023440438,,22.2148992270711,181.074052664933,0.303525177622344,178.432939569637,0.0405125696390601,0.619274591797517,0.0310936077697797,0.0372659060320075,1.91674605696862,1.91674605991796,3.83349211688884,4.90351960140718,,,,3.45916623895552,13.7329315013249,,0.125939271511892,0.0430945038748888,22.9871522421376,0.221557256922649,0.529594683664531,114.88081979566,114.424119144071,0.369040967612801,0.0260774480214097,0.0286491111139439,,,14.4236028872401,4.62711037009117,4.62711037060078,9.25422074069195,0.0538115516472278,1.68459920416206,0.358305382734507,36.5335955757838,37.7642064581149,0.208454559735541,0.0952712120377921,0.63347245137008,0.501793197000612,0.501793197000892,1.51048464217694,0.175667765522212,,470.267780644367,,,,,,10.8889265459979,3.08868930843501,0.204486132933504,0.015047389808907,8.62554994277735,8.07296108461796,1.28078182295839,4.55811573688332,0.452935998161559,10.6335982405319,0.125541433466271,38.8452353284084,0.000459574336847698,,44.2320217717292,6.84228957370142,1.18324439595821,,15.6623404233332,67.0011892568942,17.0821164003043,1.07854743664505,1.98788399970858,,3.59756331293388,8.24944124502036,0.0132728364155855,0.00565210190408244,0.00967869532871545,0.0418577104266956,10.7536861652864,10.4828046238584,0.00100213533450333,0.0106439524787785,27.9216726582072,4.44661993474639,2.85711132778252,10.9478268863747,14.4069931253302,3.66811219682635,4.45144307112447,4.16376006643624,20.5424705223176,3.39685033514235,3.21103398736907,43.9817620569062,,,0.0982750742107839,0.000918211346877294,0.0123986362460946,13.6322763878296,190.328273406031,,,10.9478268863747,0.00430766343478392,0.0390672667829203,0.00732013509998008,0.0313610818454015,15.8572764354232,0.00234436488579318,15.688987670831
AT12,1453.63549650524,711.296090994783,3.32294432153098,751.828071577293,714.910493590599,163.420074652731,1.4616268813442,0.280071264596238,0.716810353174314,165.943807686049,1943.34249173714,0.00658872210606033,0.00794181984360341,79.5076608994634,89.7598786119359,44.597928723588,46.5631444053476,46.5631444053977,221.899390886276,12.7083777576195,95.8384879469871,19.0524506373042,92.2901796532675,,,311.659269498212,108.663884289558,425.83676970285,,75.8425071930247,751.828071577278,1.31255037433348,741.007699720966,0.234904515500456,2.77780853786991,0.0796196509290855,0.0432486852405467,51.4541254674998,51.4541254645604,102.908250932045,17.8562240140709,,,,20.4127110329064,85.9074148199236,,0.125939271511892,0.147607041503523,222.70588177593,0.888526876300488,1.90825282896341,803.853084508394,800.207106480205,1.50891211590845,0.0485771109028914,0.0320722529911931,,,36.9175779866797,68.3992334779965,68.399233477991,136.798466955988,0.247120614957763,7.26003348163443,3.01699784902244,182.824473708704,188.153631215412,0.346841540492329,0.100832549966358,14.6856801821712,11.9150445931844,11.9150445931758,33.8854699922321,1.94297390753468,,2680.01844719338,,,,,,7.47698250127369,30.5966364160735,1.47273254965456,0.252380676526955,68.5296867681105,64.1957679656628,12.5424689069453,32.8213770965593,3.6144025958157,55.2701044223541,0.903080530132376,71.2059883505554,0.00731195546331864,,77.4420785081412,12.6616623205459,8.52210490863928,,45.6766469799943,1155.36034519555,253.349688473749,19.1225714758928,16.7932831743384,,13.7436995917466,24.5497665556546,0.0581071124942799,0.0166584106789913,0.0681806922432394,0.17734296555334,18.7030336222888,18.2179064291236,0.00145518247139881,0.040673981515026,321.135151974879,28.0729535265845,38.0953371327635,34.2588539229339,54.6715649558403,48.2336896133732,58.5337166996223,65.9348603504942,17.23800990503,31.3294968980196,16.7565495693249,179.193578066202,,,0.705593976884278,0.00661027428833706,0.0893570431597388,31.2188205853739,888.626538533281,,,34.2588539229339,0.0174280552311021,0.173800253690704,0.045823706825418,0.148283534201952,14.860863127716,0.0035001687347844,14.675312637203
AT13,,,,,,23.178785062966,,0.0100011593978984,0.0222827829402988,23.2349206135227,41.3214161992363,,0.000623301758217868,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0432331857712397,,13.8043936906946,13.7323837590305,0.0292945037961551,0.00110887092557797,0.00182484163771611,,,,,,,0.00974041928847807,,0.0598090584805308,2.76999820692376,2.82715781762062,0.00905012143092805,0.00630023654659813,,,,,,,1538.1513129804,23.2116923070624,13.8078451611612,2.85489804267029,0.307204737802117,1.13977595054025,1.0780945581681,,,,,,,,,,,,,,3.20400733685082,,,,,,,,,,,,0.00223109605898332,,0.00120146677244196,0.00268794570773092,0.311243221619467,0.301084229262961,,,,,,,,,,,,,,,,,,,,,,,,,0.000930849438009561,,0.000998247013269912,0.00289437825267633,1.14370085577883,,1.13495247583629
AT21,403.923835545832,58.060990697761,0.321960715219967,59.2043638572768,58.6250167269035,73.6618510063947,0.156295982126485,0.222299260210561,0.553681821461584,74.7314591325405,949.60888875952,0.00455205761096526,0.00746314278440827,4.61136031793804,64.0070530346749,14.6738613270583,9.87889656051313,9.87889656051206,72.0510612696814,4.61405731581301,22.8343498850728,6.90072814459543,21.9944456244344,,,136.058114304356,16.7102935689134,26.6597497299428,,13.5335023700566,59.2043638572486,0.501628221956962,57.9986874885711,0.102710888153156,1.67070002634844,0.0282056587179154,0.0348806413044644,17.1709090323258,17.1709090323255,34.3418180646487,0.0533460037697828,,,,0.110780496296795,22.8513140465522,,0.125939271511892,0.00859525641173008,178.943620719453,0.386097301155198,0.177700782418589,576.199524437246,572.793391070796,1.03864722177234,0.0393806536896803,0.0327932557307571,,,0.579347130345099,78.0461533364432,78.0461533364475,156.092306672891,0.144819296457614,0.84776386751197,2.9874089338977,199.128189838198,202.637555247593,0.403155724036505,0.137544169773142,11.5375947819647,6.67022953273555,6.6702295327355,16.0299214983741,0.711850426667613,,462.406480135085,,,,,,9.96354122993507,8.45027425240115,0.141656586770455,0.0577372741166828,1.52263958881407,0.891287840136226,1.31469716094085,3.17679119887109,0.564026029142526,14.3939144292732,0.0867572274562921,4.32677856889119,,,73.4176934296307,0.897770320894698,0.828134347628122,,1.42476196383401,185.62307540326,52.5690507113079,0.349414784321544,6.74642386073886,,0.506909489670093,0.0718374843152227,0.0281810205742536,0.00603708931607329,0.0551557286443909,0.133811179642538,17.3205187050033,16.8416969539859,0.00145750249435831,0.00712536488814084,141.362318289309,0.887621966755755,47.244496157087,2.30833946293553,2.41911995923232,26.9955977212366,32.767446455888,8.24987985128723,3.23931241224113,0.0349635661447244,0.117858351440134,3.08243071161066,,,0.0666891458854815,0.000636573649701991,0.0086852294491334,0.028972600898315,215.296670530168,,,2.30833946293553,0.00888228600186782,0.017878647304396,0.0385585555447178,0.112525160170342,19.5154673798883,0.00352765696230283,19.3013286678012
AT22,845.223933105481,135.630904454086,1.16487770765588,142.267400327236,136.616882085691,138.827322248807,0.356436508144153,0.391469316905176,0.918130837446957,140.565658881394,1632.27362016328,0.00780236636062279,0.00947051610932666,8.95292466141351,82.7478741271452,32.159856761606,25.2874757684527,25.2874757684363,147.382124001259,8.04379180136577,39.9799391366353,12.0592943139383,38.5068197632991,,,230.129998128404,60.5925499975522,83.7410262804314,,49.0981044858325,142.267400327252,0.847413768690597,139.771379710541,0.190129707281203,3.07431676824716,0.050381489437929,0.0419363047349809,40.7701855577251,40.7701855577234,81.5403711154648,0.0715778765083474,,,,0.535426017559022,29.7307106365556,,0.125939271511892,0.0748532488941799,252.984731370226,0.619830931288725,0.404356945830785,1004.14878334023,998.433258002808,1.71722779745838,0.0652140886537343,0.0398185547324539,,,5.65051824156135,111.627010366657,111.627010366996,223.254020733654,0.213091076535623,1.68620163423759,4.97548122423767,289.420366059746,295.531060889226,0.604214678051815,0.143180876254958,14.762368367534,10.3189001551457,10.3189001551493,27.8020382083538,2.08648608887074,,1019.52343593765,,,,,,7.25040177352466,10.3676059968191,0.512638560943886,0.246432186333249,2.943705531566,1.71390174145932,1.67773274753363,11.4944455117322,0.985977631605153,19.3577528786453,0.314004733595436,11.980032309078,,,114.787355107151,4.53958726973552,2.99603016091314,,8.75282143512067,1165.86159207536,249.572513916187,0.760438943020651,18.0341732929223,,0.731471564408142,0.26133698762447,0.0449393876870247,0.0111299506087973,0.0962791234427332,0.222997422221645,29.8552930800064,29.1227118912647,0.00219752689226136,0.00535176110780484,238.092374214103,1.90741671262628,44.7820612474227,4.58367811690901,5.11910413446803,40.5259969883375,49.1873867749297,56.9289366566298,6.78942068460581,0.221991234038583,0.389687367112185,10.5388242847849,,,0.241522476269811,0.00230368222366258,0.0314197837526912,3.65899723936546,365.52142106089,,,4.58367811690901,0.0130614683850023,0.0378955778900861,0.0621659655587956,0.178022004106321,19.9054236451644,0.00496856623759838,19.6688198664405
AT31,1205.11105647606,260.88754834377,0.451314238816026,262.464825017062,261.67382156485,147.195708265095,0.578349850568382,0.22316408012659,0.846562416776405,149.130566235548,1192.87052456645,0.0065100098033019,0.0103822695052668,37.5574872093198,98.9639852424236,49.9522717652673,51.1575965756033,51.1575965756003,266.607015818953,15.3455081791081,55.4926601130107,23.0175575815375,53.4378213203189,,,365.571001061377,49.5767738386068,147.239119636305,,45.111564345178,262.464825017103,1.07458316036002,258.471289162127,0.143595683843455,3.15884153510704,0.0511007165701454,0.0546421757985618,82.4026528191895,82.4026528191895,164.805305638374,0.0936006043503468,,,,1.25689605376783,60.874842333486,,0.125939271511892,0.0248915508447445,300.471164795888,0.591378647854252,0.6091238315212,481.823978195038,478.954233868978,1.36446733116532,0.0377772190409279,0.034761087950647,,,0.791003452252486,119.798161231322,119.798161231169,239.596322462491,0.211403677754013,2.7346517715003,2.42230946300347,253.473130295828,259.171957870796,0.366357141558875,0.145011049962525,17.5861608391688,14.1289739515387,14.1289739515123,45.583373270029,1.51407584925593,,1207.24822885321,,,,,,11.4552873991416,30.2246391622076,0.203444722803903,0.366051229375148,11.1018630494042,10.2131394279746,8.89614969760301,4.4652094936757,0.786273221080105,30.6239817470699,0.12395448020567,30.6194303471191,0.00223021833976271,,48.3995452570795,9.70456334927517,1.14725717013877,,1.9752382635986,1689.76312021218,337.478907935127,1.06031401204389,12.9470595558672,,4.38864152606403,7.40510343480984,0.0441593256006397,0.00964881683922848,0.0482827016702354,0.181625906257355,18.6478005111491,18.1825525883403,0.00159368803483986,0.0262214241195122,374.638323596285,6.36317992009639,39.2819407975053,9.39743533346992,10.6543313872378,46.14319907056,56.0181453357387,99.8556352062313,13.3097980524244,4.76418388990543,0.199965510609712,44.7519283660822,,,0.0993127910255648,0.000907390945422809,0.0120860903626088,0.0122900104268737,502.061147479553,,,9.39743533346992,0.0133331588836929,0.0617615845471695,0.0323923974160222,0.14733038566277,21.6313967368118,0.00350283583548748,21.38500646556
AT32,324.665953693752,10.4927907572976,0.401738571348456,11.4240007133126,10.7371107379534,43.5330547117144,0.0588818282005682,0.102684351633578,0.600212503006891,44.19979532853,712.597945698289,0.00493767165457412,0.00577452822997252,0.658810716870757,34.8112395864819,6.25988001264301,3.98342265546242,3.98342265546247,96.6598659713565,3.31527316114906,19.5187040315764,4.94996689289438,18.7997895265897,,,131.471105557838,4.11031971920401,5.49726566204257,,0.145476867883033,11.4240007133136,0.27901837128845,10.7555740339952,0.0483473948760601,2.22348248097012,0.0378682524416448,0.0318240674862435,29.5072641471698,29.5072641471681,59.0145282943397,0.016353831523304,,,,0.00401055801281042,3.43458253630544,,0.125939271511892,0.0195919978993514,178.429270871275,0.254060998020433,0.0892491146130151,338.73834158476,336.730440442751,1.37377368663976,0.0575723937987677,0.03200027505295,,,0.686889975360187,87.497344167491,87.4973441674784,174.994688334969,0.108054229762326,0.502540761520188,1.79830799411301,266.321576621058,270.844464802748,0.679555760787604,0.144931952386712,13.4950662498462,7.42003171509948,7.42003171509968,18.6541866622838,0.00952970725352013,,452.840191526509,,,,,,6.80690553463918,0.870352145994706,0.176606279662467,0.0258389440550649,0.459100226812665,0.130303406523076,0.321145950733009,3.96484285132102,0.244319980655749,2.55812286452454,0.108545124349076,0.220458661824358,,,136.434214202064,0.07896787286979,1.03443816665179,,1.75174736309901,13.284546609237,6.77615908763174,0.12024796459388,0.526453002424011,,0.0100554419291955,0.0382081733222429,0.0196945019121971,0.00857989514075828,0.0354644526022312,0.181847870693807,28.5933655526074,27.8083287022796,0.00205734669930615,0.00610752578583852,135.397669455966,0.0611818473117799,18.8203666549886,0.0568357052160992,0.0608462632289097,19.9779142774858,24.2615596861368,0.591118117911463,0.0861333443576982,,0.0171492712746274,0.32945359639967,,,0.0836819604441889,0.000794879189651172,0.0108272231878722,,186.418689048282,,,0.0568357052160992,0.00591251582745958,0.00917507984340678,0.0230969487855933,0.143571640363412,18.7979777163306,0.00510277164490247,18.5813895464752
AT33,425.869404345992,14.2003395023956,0.538861825787568,15.2925097155895,14.3641612429173,126.346250515403,0.11644811786189,0.239173946703522,1.30949765496638,127.803304197397,1259.8706564838,0.0136804182732752,0.0182351609414489,0.314453012011639,33.4178017465858,7.48427646960718,4.40960827747988,4.4096082774787,111.855989613758,3.99690697329221,27.2283945060189,5.97214635740277,26.2355139810181,,,145.273791360343,5.37759849933324,5.97947200546432,,0.0626861979077094,15.2925097155928,0.594299015804711,14.2407509065541,0.0812964133659102,3.35891308728409,0.0760164160258119,0.0749065001079536,32.210792741305,32.2107927413176,64.4215854825478,0.0167874715236807,,,,0.033710764461815,6.12536721647134,,0.125939271511892,0.0192133617368314,256.560709100572,0.555886789952438,0.122252022412475,534.725326792564,531.17482719039,2.17619782410899,0.111517907508803,0.0720393896897779,,,0.928348472675546,125.217670942556,125.217670941732,250.435341884288,0.245675119171983,0.780362154198773,3.12332352573371,463.377362745257,470.790276760716,1.46932147484132,0.366804664124025,15.4582602289521,7.5262829058156,7.52628290581235,21.9208362971515,0.0665985274982096,,614.65761153251,,,,,,21.8345517064177,2.74751906530264,0.235951438732697,0.0262560784597652,0.754338599927952,0.478645633670149,0.0273260387914744,5.3149123015473,0.163821740521689,3.36995005886716,0.144968180146396,0.0420115685442629,,,309.77962218754,0.0120362114646657,1.38981722718875,,2.35192533094039,17.7194586284549,14.8677613857717,0.441628295264504,0.588920583463088,,0.0370173384164347,,0.0470788050963515,0.0185968168721437,0.0646432120603098,0.325392208980984,63.5483810469153,61.8665877092875,0.00474340979417714,0.00789809211439883,155.312559311206,0.0689994236952516,13.0940813102065,0.00568422996660293,0.0393949944284179,51.102755094795,62.0078076666051,1.299851019059,0.0155015833060425,,0.0144737737735547,0.174307559987263,,,0.110808438279337,0.00106278744598757,0.0145462693392318,0.00856702800891128,265.727851599877,,,0.00568422996660293,0.0141139519692253,0.0140996976934086,0.042062504309926,0.24291324011897,47.7108579706109,0.0112571209785491,47.1741288459535
AT34,137.268285064985,4.65534931576853,0.144414276414659,5.01909463673023,4.76179850289676,23.5198229916817,0.028819019162641,0.0280269536670293,0.320330973959133,23.8304368345033,259.095025170423,0.00285805875102098,0.00340872580514349,0.0485634859835525,11.1104457383005,2.81282850025135,1.65750980927433,1.65750980927462,41.1522104955813,1.39776342496757,8.53817320223648,2.10051728510138,8.22539451845938,,,52.2626562338818,1.46439368529601,1.75423519542638,,0.0397933900605851,5.01909463672967,0.128892636334672,4.70890637608193,0.0120114961690635,0.899558395691341,0.0201982417933498,0.0172654818727913,12.7735122680532,12.7735122680541,25.5470245361066,0.00869444886887788,,,,0.0482296631589432,2.36060942851042,,0.125939271511892,0.0185380346795598,79.1511081556891,0.11706184504565,0.0369356495657677,74.7106266226486,74.2407296026144,0.692463046000285,0.0282425312050013,0.0159514016669092,,,0.257296133832915,38.3952493634439,38.3952493637304,76.7904987271743,0.0522699835515507,0.235859937638782,0.414550871385937,128.163464739297,130.233125521604,0.361570538800743,0.0776508881075106,5.09990912359324,2.59423683191392,2.59423683191478,7.43723022979585,,,320.08751119688,,,,,,3.9906081870837,1.3766252667936,0.0633215381010542,0.0102562213242279,0.192703615561138,0.0561808143661565,,1.42460029521897,0.106449187128232,0.976016557347742,0.0388865386792224,,,,74.7537601622824,,0.3722171033087,,0.651948274267031,9.86188841899381,3.19603546719885,0.0554467275698571,,,0.000734086813906034,,0.0095300286656676,0.00450325086746419,0.00934278815830306,0.0879184773330205,15.2070858938004,14.7914867629187,0.00110056243650307,0.007967604373409,53.9401072126948,0.0292704998350827,3.99713514309405,0.0113684598019871,0.0595981229609303,8.53877825998347,10.3616027990473,0.330466701577611,,,,0.203313075459307,,,0.0297885412695851,0.000285072779557851,0.00389700244587009,0.0106737806379658,81.8095933639046,,,0.0113684598019871,0.00285934922405237,0.00407040341308423,0.00596491065381605,0.0693898893234437,10.0946556611366,0.00272976033155998,9.97927860124774
BE10,,,,,,15.0335856838188,,0.000781993368908823,0.000387271385517187,15.0600757373233,16.0841861624529,,0.000391277226437214,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0214592232565225,,0.783020587786174,0.780251380990326,0.000664994068284183,,0.000739162270857594,,,,,,,0.00402043737257259,,0.00152414847014797,0.0142159022694386,0.0153178650582464,,0.000392715669911193,,,,,,,1201.95733333333,15.0351462257996,0.80311476058599,0.0201532037820703,,0.225771972285255,0.213823873788629,,,,,,,,,,,,,,0.0272659635548642,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00101039287540883,,0.000463064956790732,4.96973350064359e-05,0.225771972285256,,0.224248817118049
