region,SWHE,DWHE,RYEM,BARL,OATS,CORN,OCER,PULS,SUGB,POTA,TOMA,OVEG,APPL,OFRU,CITR,TAGR,WINE,OLIV,GRAS,TOBA,COTT,OFIB,MAIF,OFOD,SETA,RAPE,SUNF,SOYA,OOIL
DE11,51.473684210526315,6.434210526315789,6.434210526315789,35.38815789473684,8.042763157894738,45.039473684210535,8.042763157894738,6.231578947368422,8.0,5.0,1.6142105263157895,1.6142105263157895,0.7011403508771931,0.7011403508771931,0.7011403508771931,0.7011403508771931,0.7011403508771931,0.7011403508771931,55.0,1.0,2.0,1.0,15.0,5.0,3.0,18.0,12.0,6.0,2.0
DE12,51.473684210526315,6.434210526315789,6.434210526315789,35.38815789473684,8.042763157894738,45.039473684210535,8.042763157894738,6.231578947368422,8.0,5.0,1.6142105263157895,1.6142105263157895,0.7011403508771931,0.7011403508771931,0.7011403508771931,0.7011403508771931,0.7011403508771931,0.7011403508771931,55.0,1.0,2.0,1.0,15.0,5.0,3.0,18.0,12.0,6.0,2.0
DE13,51.473684210526315,6.434210526315789,6.434210526315789,35.38815789473684,8.042763157894738,45.039473684210535,8.042763157894738,6.231578947368422,8.0,5.0,1.6142105263157895,1.6142105263157895,0.7011403508771931,0.7011403508771931,0.7011403508771931,0.7011403508771931,0.7011403508771931,0.7011403508771931,55.0,1.0,2.0,1.0,15.0,5.0,3.0,18.0,12.0,6.0,2.0
DE14,51.473684210526315,6.434210526315789,6.434210526315789,35.38815789473684,8.042763157894738,45.039473684210535,8.042763157894738,6.231578947368422,8.0,5.0,1.6142105263157895,1.6142105263157895,0.7011403508771931,0.7011403508771931,0.7011403508771931,0.7011403508771931,0.7011403508771931,0.7011403508771931,55.0,1.0,2.0,1.0,15.0,5.0,3.0,18.0,12.0,6.0,2.0
DE21,51.473684210526315,6.434210526315789,6.434210526315789,35.38815789473684,8.042763157894738,45.039473684210535,8.042763157894738,6.231578947368422,8.0,5.0,1.6142105263157895,1.6142105263157895,0.7011403508771931,0.7011403508771931,0.7011403508771931,0.7011403508771931,0.7011403508771931,0.7011403508771931,55.0,1.0,2.0,1.0,15.0,5.0,3.0,18.0,12.0,6.0,2.0
DE22,51.473684210526315,6.434210526315789,6.434210526315789,35.38815789473684,8.042763157894738,45.039473684210535,8.042763157894738,6.231578947368422,8.0,5.0,1.6142105263157895,1.6142105263157895,0.7011403508771931,0.7011403508771931,0.7011403508771931,0.7011403508771931,0.7011403508771931,0.7011403508771931,55.0,1.0,2.0,1.0,15.0,5.0,3.0,18.0,12.0,6.0,2.0
DE23,51.473684210526315,6.434210526315789,6.434210526315789,35.38815789473684,8.042763157894738,45.039473684210535,8.042763157894738,6.231578947368422,8.0,5.0,1.6142105263157895,1.6142105263157895,0.7011403508771931,0.7011403508771931,0.7011403508771931,0.7011403508771931,0.7011403508771931,0.7011403508771931,55.0,1.0,2.0,1.0,15.0,5.0,3.0,18.0,12.0,6.0,2.0
DE24,51.473684210526315,6.434210526315789,6.434210526315789,35.38815789473684,8.042763157894738,45.039473684210535,8.042763157894738,6.231578947368422,8.0,5.0,1.6142105263157895,1.6142105263157895,0.7011403508771931,0.7011403508771931,0.7011403508771931,0.7011403508771931,0.7011403508771931,0.7011403508771931,55.0,1.0,2.0,1.0,15.0,5.0,3.0,18.0,12.0,6.0,2.0
DE25,51.473684210526315,6.434210526315789,6.434210526315789,35.38815789473684,8.042763157894738,45.039473684210535,8.042763157894738,6.231578947368422,8.0,5.0,1.6142105263157895,1.6142105263157895,0.7011403508771931,0.7011403508771931,0.7011403508771931,0.7011403508771931,0.7011403508771931,0.7011403508771931,55.0,1.0,2.0,1.0,15.0,5.0,3.0,18.0,12.0,6.0,2.0
DE26,51.473684210526315,6.434210526315789,6.434210526315789,35.38815789473684,8.042763157894738,45.039473684210535,8.042763157894738,6.231578947368422,8.0,5.0,1.6142105263157895,1.6142105263157895,0.7011403508771931,0.7011403508771931,0.7011403508771931,0.7011403508771931,0.7011403508771931,0.7011403508771931,55.0,1.0,2.0,1.0,15.0,5.0,3.0,18.0,12.0,6.0,2.0
DE27,51.473684210526315,6.434210526315789,6.434210526315789,35.38815789473684,8.042763157894738,45.039473684210535,8.042763157894738,6.231578947368422,8.0,5.0,1.6142105263157895,1.6142105263157895,0.7011403508771931,0.7011403508771931,0.7011403508771931,0.7011403508771931,0.7011403508771931,0.7011403508771931,55.0,1.0,2.0,1.0,15.0,5.0,3.0,18.0,12.0,6.0,2.0
DE30,0.192,0.024,0.024,0.132,0.03,0.168,0.03,6.231578947368422,8.0,5.0,1.6142105263157895,1.6142105263157895,0.7011403508771931,0.7011403508771931,0.7011403508771931,0.7011403508771931,0.7011403508771931,0.7011403508771931,55.0,1.0,2.0,1.0,15.0,5.0,3.0,18.0,12.0,6.0,2.0
DE40,156.448,19.556,19.556,107.55799999999999,24.445,136.892,24.445,21.4,8.0,5.0,1.6142105263157895,1.6142105263157895,0.7011403508771931,0.7011403508771931,0.7011403508771931,0.7011403508771931,0.7011403508771931,0.7011403508771931,55.0,1.0,2.0,1.0,15.0,5.0,3.0,18.0,12.0,6.0,2.0
DE50,0.192,0.024,0.024,0.132,0.03,0.168,0.03,6.231578947368422,8.0,5.0,1.6142105263157895,1.6142105263157895,0.7011403508771931,0.7011403508771931,0.7011403508771931,0.7011403508771931,0.7011403508771931,0.7011403508771931,55.0,1.0,2.0,1.0,15.0,5.0,3.0,18.0,12.0,6.0,2.0
DE60,0.768,0.096,0.096,0.528,0.12,0.672,0.12,0.1,8.0,5.0,1.6142105263157895,1.6142105263157895,0.7011403508771931,0.7011403508771931,0.7011403508771931,0.7011403508771931,0.7011403508771931,0.7011403508771931,55.0,1.0,2.0,1.0,15.0,5.0,3.0,18.0,12.0,6.0,2.0
DE71,51.473684210526315,6.434210526315789,6.434210526315789,35.38815789473684,8.042763157894738,45.039473684210535,8.042763157894738,6.231578947368422,8.0,5.0,1.6142105263157895,1.6142105263157895,0.7011403508771931,0.7011403508771931,0.7011403508771931,0.7011403508771931,0.7011403508771931,0.7011403508771931,55.0,1.0,2.0,1.0,15.0,5.0,3.0,18.0,12.0,6.0,2.0
